Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-05-10 00:00:00+05:30,49.69222430965037,56.72874024608068,44.335068464440546,54.79747772216797,64238633,0.0,0.0,0.0
2010-05-11 00:00:00+05:30,55.75472763204822,65.76370542128538,55.41885551216988,64.53777313232422,53564871,0.0,0.0,0.0
2010-05-12 00:00:00+05:30,66.50261907213412,68.24915273227376,60.23861166200281,61.51492691040039,47923324,0.0,0.0,0.0
2010-05-13 00:00:00+05:30,62.64009621937593,62.975968337194054,59.21420820638933,60.82638931274414,15691051,0.0,0.0,0.0
2010-05-14 00:00:00+05:30,60.45691472609441,61.26300506741302,57.29972017797235,58.42489242553711,9937442,0.0,0.0,0.0
2010-05-17 00:00:00+05:30,56.10737698151466,61.263007461076434,54.14252774530288,60.32257080078125,11533182,0.0,0.0,0.0
2010-05-18 00:00:00+05:30,60.79278754562821,62.942366033053574,58.458479755751654,59.180606842041016,7049991,0.0,0.0,0.0
2010-05-19 00:00:00+05:30,57.837121150439906,59.71800082542676,56.52721953044989,57.60200881958008,4195173,0.0,0.0,0.0
2010-05-20 00:00:00+05:30,58.10581806365063,59.95311110295595,57.87070574084315,59.09663772583008,2121452,0.0,0.0,0.0
2010-05-21 00:00:00+05:30,58.10582871149123,58.84474606261929,55.87228020741555,58.34093475341797,1519479,0.0,0.0,0.0
2010-05-24 00:00:00+05:30,58.861536331997804,59.73480631887955,56.46005493501156,57.24935531616211,1142181,0.0,0.0,0.0
2010-05-25 00:00:00+05:30,56.76233143862297,57.434075529822614,54.915032025842,55.737918853759766,1023135,0.0,0.0,0.0
2010-05-26 00:00:00+05:30,56.42646532406162,56.695164253577445,54.61275861676772,55.217323303222656,540983,0.0,0.0,0.0
2010-05-27 00:00:00+05:30,55.418844444079625,58.02185127228053,54.74710033848171,56.409664154052734,1279462,0.0,0.0,0.0
2010-05-28 00:00:00+05:30,57.26613567587696,59.58365339583157,57.26613567587696,58.81114959716797,1666247,0.0,0.0,0.0
2010-05-31 00:00:00+05:30,59.44930404123976,62.28742326505635,58.44168786102022,61.44774627685547,2978027,0.0,0.0,0.0
2010-06-01 00:00:00+05:30,60.91035001690941,61.430951407207175,57.46766605563506,59.13022994995117,908299,0.0,0.0,0.0
2010-06-02 00:00:00+05:30,58.60962389279067,59.818759449478684,58.27375185082781,59.415714263916016,463635,0.0,0.0,0.0
2010-06-03 00:00:00+05:30,59.85235138916576,60.9439307651354,58.777555812882255,59.09663772583008,578525,0.0,0.0,0.0
2010-06-04 00:00:00+05:30,59.197398966158296,59.65082717585237,57.60200833216957,58.17299270629883,326968,0.0,0.0,0.0
2010-06-07 00:00:00+05:30,57.06462214221182,57.53484051956302,55.75472041191949,56.34249496459961,309562,0.0,0.0,0.0
2010-06-08 00:00:00+05:30,56.59439557433284,57.93788383555693,54.52878648327757,54.915035247802734,411293,0.0,0.0,0.0
2010-06-09 00:00:00+05:30,55.38527067951029,56.42647365157768,55.04939854903805,55.55320358276367,407226,0.0,0.0,0.0
2010-06-10 00:00:00+05:30,55.78831310845764,57.04783195210385,54.52879426481143,56.71195983886719,250416,0.0,0.0,0.0
2010-06-11 00:00:00+05:30,57.064623906712555,60.725623960927464,55.75472213591663,59.281375885009766,737168,0.0,0.0,0.0
2010-06-14 00:00:00+05:30,59.49967889754018,61.968339148858725,59.13022031456284,60.69202423095703,750635,0.0,0.0,0.0
2010-06-15 00:00:00+05:30,60.18821546055433,61.96834163275511,59.482884835328946,60.08745574951172,384307,0.0,0.0,0.0
2010-06-16 00:00:00+05:30,59.44930667143708,61.95155394588663,59.44930667143708,60.28899002075195,576790,0.0,0.0,0.0
2010-06-17 00:00:00+05:30,60.221804209207704,65.998795094714,60.18821131720916,61.63246536254883,3744884,0.0,0.0,0.0
2010-06-18 00:00:00+05:30,62.00194133299692,62.92558802305991,59.48289743177572,59.78518295288086,832991,0.0,0.0,0.0
2010-06-21 00:00:00+05:30,60.75920694579188,62.84161249587841,60.33936528115577,61.14546203613281,844339,0.0,0.0,0.0
2010-06-22 00:00:00+05:30,61.46453724989935,62.001935083018274,59.95311612069426,60.255401611328125,294362,0.0,0.0,0.0
2010-06-23 00:00:00+05:30,60.12104522312843,62.72405198048944,59.85235264737285,61.34697723388672,711371,0.0,0.0,0.0
2010-06-24 00:00:00+05:30,61.63246737104097,62.8919858472865,60.96072334051491,61.22941589355469,511914,0.0,0.0,0.0
2010-06-25 00:00:00+05:30,61.12867700465461,61.968360490763416,60.28899984251127,60.72563171386719,229385,0.0,0.0,0.0
2010-06-28 00:00:00+05:30,60.99432406885397,61.95155732117836,60.624865398694915,60.9775276184082,213820,0.0,0.0,0.0
2010-06-29 00:00:00+05:30,61.128662755322175,61.46453480667951,58.60962553212419,58.91191101074219,178722,0.0,0.0,0.0
2010-06-30 00:00:00+05:30,58.492070096737024,60.927144080508405,57.78673941246601,60.27219009399414,332952,0.0,0.0,0.0
2010-07-01 00:00:00+05:30,60.05388118783318,61.09508404870153,59.21420411331168,59.516483306884766,227682,0.0,0.0,0.0
2010-07-02 00:00:00+05:30,60.33936285427348,61.095076555430396,57.98826480438801,58.40810012817383,351686,0.0,0.0,0.0
2010-07-05 00:00:00+05:30,58.71038700610427,59.197401811335006,57.60201110066777,58.03864288330078,179235,0.0,0.0,0.0
2010-07-06 00:00:00+05:30,58.37451570615702,60.960732509875086,58.37451570615702,60.30577850341797,889427,0.0,0.0,0.0
2010-07-07 00:00:00+05:30,60.759203364402815,60.893555977628516,58.42489548271373,58.643211364746094,226559,0.0,0.0,0.0
2010-07-08 00:00:00+05:30,60.121047208864994,60.75920474528987,58.94549817921562,59.24778366088867,413341,0.0,0.0,0.0
2010-07-09 00:00:00+05:30,59.449304315574686,60.69203284076939,58.97908595888802,59.43251419067383,336326,0.0,0.0,0.0
2010-07-12 00:00:00+05:30,60.38974502414588,63.043134841044,59.23098614003238,60.5744743347168,1656921,0.0,0.0,0.0
2010-07-13 00:00:00+05:30,61.06150021842132,61.38057587686191,59.55007888670711,59.7515983581543,293419,0.0,0.0,0.0
2010-07-14 00:00:00+05:30,60.456926436562085,61.33019641211206,59.281377267439034,59.516483306884766,292464,0.0,0.0,0.0
2010-07-15 00:00:00+05:30,59.9531120092778,60.624856092628015,58.273751800902275,58.81114959716797,228124,0.0,0.0,0.0
2010-07-16 00:00:00+05:30,59.3317582119534,60.96073560019193,58.878329951565874,59.919532775878906,484602,0.0,0.0,0.0
