Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2002-07-01 00:00:00+05:30,28.92868686142328,28.92868686142328,28.469501495361328,28.469501495361328,2409,0.0,0.0,0.0
2002-07-02 00:00:00+05:30,25.80622702275918,27.55113145778244,25.6225528717041,25.6225528717041,7666,0.0,0.0,0.0
2002-07-03 00:00:00+05:30,25.347040036015443,26.495002527281542,24.84193527272749,25.43887710571289,4273,0.0,0.0,0.0
2002-07-04 00:00:00+05:30,26.449084763006024,28.01031494140625,25.943980001806906,28.01031494140625,3742,0.0,0.0,0.0
2002-07-05 00:00:00+05:30,29.75522064995174,30.81134605407715,28.65317407188008,30.81134605407715,8378,0.0,0.0,0.0
2002-07-08 00:00:00+05:30,31.224612769327578,31.959309291913556,27.780721939753843,28.882766723632812,5819,0.0,0.0,0.0
2002-07-09 00:00:00+05:30,30.214401506272505,30.673588565671036,29.387867967181982,30.03072738647461,3521,0.0,0.0,0.0
2002-07-10 00:00:00+05:30,28.01031439323273,29.020522135956803,27.597048469343033,28.423582077026367,864,0.0,0.0,0.0
2002-07-11 00:00:00+05:30,25.760309214859433,27.551133179510877,25.576635052326168,25.852148056030273,3416,0.0,0.0,0.0
2002-07-12 00:00:00+05:30,26.17357366329247,27.413374984160004,25.255202966317995,25.43887710571289,1702,0.0,0.0,0.0
2002-07-15 00:00:00+05:30,24.428669248492678,24.428669248492678,24.107238625791048,24.153156280517578,351,0.0,0.0,0.0
2002-07-16 00:00:00+05:30,25.714389291640014,25.714389291640014,23.510297775268555,23.510297775268555,608,0.0,0.0,0.0
2002-07-17 00:00:00+05:30,23.877648124938556,23.877648124938556,22.45417259289428,23.4184627532959,572,0.0,0.0,0.0
2002-07-18 00:00:00+05:30,22.95927533789621,24.42867026889018,22.95927533789621,23.556217193603516,1016,0.0,0.0,0.0
2002-07-19 00:00:00+05:30,22.91335796453694,24.061320513691545,22.91335796453694,23.4184627532959,828,0.0,0.0,0.0
2002-07-22 00:00:00+05:30,24.56642270741308,24.56642270741308,22.40825080871582,22.40825080871582,403,0.0,0.0,0.0
2002-07-23 00:00:00+05:30,22.500091131430565,22.500091131430565,21.58172035217285,21.58172035217285,653,0.0,0.0,0.0
2002-07-24 00:00:00+05:30,21.12253189086914,21.12253189086914,20.6633465680158,21.12253189086914,427,0.0,0.0,0.0
2002-07-25 00:00:00+05:30,20.20416259765625,20.20416259765625,20.20416259765625,20.20416259765625,150,0.0,0.0,0.0
2002-07-26 00:00:00+05:30,19.193956080249407,20.204163924493248,19.193956080249407,19.285791397094727,1207,0.0,0.0,0.0
2002-07-29 00:00:00+05:30,18.367420196533203,18.367420196533203,18.367420196533203,18.367420196533203,100,0.0,0.0,0.0
2002-07-30 00:00:00+05:30,18.367417710144707,18.367417710144707,17.449047088623047,17.449047088623047,414,0.0,0.0,0.0
2002-07-31 00:00:00+05:30,17.17353820914626,17.357212358124162,17.17353820914626,17.219457626342773,582,0.0,0.0,0.0
2002-08-01 00:00:00+05:30,16.760275182296816,17.678646087646484,16.760275182296816,17.678646087646484,602,0.0,0.0,0.0
2002-08-02 00:00:00+05:30,17.678646087646484,17.678646087646484,17.678646087646484,17.678646087646484,0,0.0,0.0,0.0
2002-08-05 00:00:00+05:30,18.275583267211914,18.275583267211914,18.275583267211914,18.275583267211914,10,0.0,0.0,0.0
2002-08-06 00:00:00+05:30,19.010280229173844,19.010280229173844,17.90823364668681,17.954153060913086,1155,0.0,0.0,0.0
2002-08-07 00:00:00+05:30,18.36742156306702,18.597015146561052,17.586807250976562,17.586807250976562,728,0.0,0.0,0.0
2002-08-08 00:00:00+05:30,18.50517505611038,18.50517505611038,16.898025512695312,16.898025512695312,57,0.0,0.0,0.0
2002-08-09 00:00:00+05:30,17.35721002647088,17.449047088623047,17.35721002647088,17.449047088623047,301,0.0,0.0,0.0
2002-08-12 00:00:00+05:30,17.449048490726724,17.449048490726724,16.530677795410156,16.530677795410156,1607,0.0,0.0,0.0
2002-08-13 00:00:00+05:30,15.474548911897736,16.071490678074547,15.474548911897736,15.795979499816895,2662,0.0,0.0,0.0
2002-08-14 00:00:00+05:30,16.07149049560359,16.07149049560359,15.244956970214844,15.244956970214844,477,0.0,0.0,0.0
2002-08-15 00:00:00+05:30,15.244956970214844,15.244956970214844,15.244956970214844,15.244956970214844,0,0.0,0.0,0.0
2002-08-16 00:00:00+05:30,14.831689743149264,15.612305641174316,14.831689743149264,15.612305641174316,251,0.0,0.0,0.0
2002-08-19 00:00:00+05:30,15.612305641174316,15.612305641174316,15.612305641174316,15.612305641174316,100,0.0,0.0,0.0
