Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Company Name,Industry,Sector,CEO,Headquarters,Website,Current Price,Open Price,Market Cap,P/E Ratio,EPS,Dividend Yield,52-Week High,52-Week Low
2000-01-03 00:00:00+05:30,0.8833584189414978,770.95,750.0,0.8833584189414978,1384322,0.0,0.0,SBIN.BO,State Bank of India,Banks - Regional,Financial Services,Mr. Ashwini Kumar Tewari,"Mumbai, India",https://www.sbi.co.in,752.35,769.65,6714437402624,9.379753,80.21,0.0179,912.1,678.4
2000-01-04 00:00:00+05:30,0.8833584189414978,770.95,750.0,0.8833584189414978,1384322,0.0,0.0,SBIN.BO,State Bank of India,Banks - Regional,Financial Services,Mr. Ashwini Kumar Tewari,"Mumbai, India",https://www.sbi.co.in,752.35,769.65,6714437402624,9.379753,80.21,0.0179,912.1,678.4
2000-01-05 00:00:00+05:30,0.8833584189414978,770.95,750.0,0.8833584189414978,1384322,0.0,0.0,SBIN.BO,State Bank of India,Banks - Regional,Financial Services,Mr. Ashwini Kumar Tewari,"Mumbai, India",https://www.sbi.co.in,752.35,769.65,6714437402624,9.379753,80.21,0.0179,912.1,678.4
2000-01-06 00:00:00+05:30,0.8833584189414978,770.95,750.0,0.8833584189414978,1384322,0.0,0.0,SBIN.BO,State Bank of India,Banks - Regional,Financial Services,Mr. Ashwini Kumar Tewari,"Mumbai, India",https://www.sbi.co.in,752.35,769.65,6714437402624,9.379753,80.21,0.0179,912.1,678.4
2000-01-07 00:00:00+05:30,0.8833584189414978,770.95,750.0,0.8833584189414978,1384322,0.0,0.0,SBIN.BO,State Bank of India,Banks - Regional,Financial Services,Mr. Ashwini Kumar Tewari,"Mumbai, India",https://www.sbi.co.in,752.35,769.65,6714437402624,9.379753,80.21,0.0179,912.1,678.4
2000-01-10 00:00:00+05:30,0.8833584189414978,770.95,750.0,0.8833584189414978,1384322,0.0,0.0,SBIN.BO,State Bank of India,Banks - Regional,Financial Services,Mr. Ashwini Kumar Tewari,"Mumbai, India",https://www.sbi.co.in,752.35,769.65,6714437402624,9.379753,80.21,0.0179,912.1,678.4
2000-01-11 00:00:00+05:30,0.8833584189414978,770.95,750.0,0.8833584189414978,1384322,0.0,0.0,SBIN.BO,State Bank of India,Banks - Regional,Financial Services,Mr. Ashwini Kumar Tewari,"Mumbai, India",https://www.sbi.co.in,752.35,769.65,6714437402624,9.379753,80.21,0.0179,912.1,678.4
2000-01-12 00:00:00+05:30,0.8833584189414978,770.95,750.0,0.8833584189414978,1384322,0.0,0.0,SBIN.BO,State Bank of India,Banks - Regional,Financial Services,Mr. Ashwini Kumar Tewari,"Mumbai, India",https://www.sbi.co.in,752.35,769.65,6714437402624,9.379753,80.21,0.0179,912.1,678.4
2000-01-13 00:00:00+05:30,0.8833584189414978,770.95,750.0,0.8833584189414978,1384322,0.0,0.0,SBIN.BO,State Bank of India,Banks - Regional,Financial Services,Mr. Ashwini Kumar Tewari,"Mumbai, India",https://www.sbi.co.in,752.35,769.65,6714437402624,9.379753,80.21,0.0179,912.1,678.4
2000-01-14 00:00:00+05:30,0.8833584189414978,770.95,750.0,0.8833584189414978,1384322,0.0,0.0,SBIN.BO,State Bank of India,Banks - Regional,Financial Services,Mr. Ashwini Kumar Tewari,"Mumbai, India",https://www.sbi.co.in,752.35,769.65,6714437402624,9.379753,80.21,0.0179,912.1,678.4
