Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Company Name,Industry,Sector,CEO,Headquarters,Website,Current Price,Open Price,Market Cap,P/E Ratio,EPS,Dividend Yield,52-Week High,52-Week Low
2000-01-03 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-04 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-05 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-06 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-07 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-10 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-11 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-12 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-13 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-14 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-17 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-18 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-19 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-20 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-21 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-24 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-25 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-26 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-27 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-28 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-01-31 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-02-01 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-02-02 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-02-03 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
2000-02-04 00:00:00+05:30,1.0015995502471924,2297.85,2235.4,1.0015995502471924,37773,0.0,0.0,ASIANPAINT.BO,Asian Paints Limited,Specialty Chemicals,Basic Materials,Mr. Amit  Syngle,"Mumbai, India",https://www.asianpaints.com,2295.95,2255.0,2201168642048,48.11295,47.72,0.014400001,3394.0,2208.9
