Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Company Name,Industry,Sector,CEO,Headquarters,Website,Current Price,Open Price,Market Cap,P/E Ratio,EPS,Dividend Yield,52-Week High,52-Week Low
1996-01-01 00:00:00+05:30,0.5128875171554658,1897.45,1871.0,0.5140218138694763,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-02 00:00:00+05:30,0.5128873907056384,1897.45,1871.0,0.5119428038597107,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-03 00:00:00+05:30,0.515408456325531,1897.45,1871.0,0.515408456325531,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-04 00:00:00+05:30,0.510367522626395,1897.45,1871.0,0.5120056867599487,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-05 00:00:00+05:30,0.5059568285942078,1897.45,1871.0,0.5059568285942078,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-08 00:00:00+05:30,0.5059566603208011,1897.45,1871.0,0.509107232093811,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-09 00:00:00+05:30,0.5091074606002994,1897.45,1871.0,0.5034367442131042,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-10 00:00:00+05:30,0.5034363844881004,1897.45,1871.0,0.49902576208114624,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-11 00:00:00+05:30,0.5028061970878747,1897.45,1871.0,0.5103673934936523,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-12 00:00:00+05:30,0.5078473654829193,1897.45,1871.0,0.5075324773788452,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-15 00:00:00+05:30,0.5009163699071969,1897.45,1871.0,0.501861572265625,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-16 00:00:00+05:30,0.5018615534406535,1897.45,1871.0,0.5040668845176697,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-17 00:00:00+05:30,0.5040669749523982,1897.45,1871.0,0.4992782771587372,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-18 00:00:00+05:30,0.4992782576490005,1897.45,1871.0,0.5009164214134216,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-19 00:00:00+05:30,0.49776578039560054,1897.45,1871.0,0.4958752989768982,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
1996-01-22 00:00:00+05:30,0.49776588757130436,1897.45,1871.0,0.5009164214134216,3330183,0.0,0.0,INFY.NS,Infosys Limited,Information Technology Services,Technology,Mr. Nandan M. Nilekani,"Bengaluru, India",https://www.infosys.com,1881.9,1871.0,7794999164928,27.493063,68.45,0.021300001,2006.45,1358.35
