Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-04-01 00:00:00+05:30,98.34028172223272,99.19578658811376,94.96104011279624,95.60266876220703,59362,0.0,0.0
2019-04-02 00:00:00+05:30,94.96103043050314,95.81653520915631,92.39451609454359,94.74715423583984,60099,0.0,0.0
2019-04-03 00:00:00+05:30,94.10551794796478,94.10551794796478,91.11125146780226,92.43728637695312,51210,0.0,0.0
2019-04-04 00:00:00+05:30,90.72628499584498,90.72628499584498,87.86033874653612,88.80139923095703,38824,0.0,0.0
2019-04-05 00:00:00+05:30,89.82800655464486,91.15404164314981,87.261492081655,90.51241302490234,30128,0.0,0.0
2019-04-08 00:00:00+05:30,93.16447703864259,93.93443268894222,88.245324279541,91.4962387084961,25493,0.0,0.0
2019-04-09 00:00:00+05:30,92.39452843731999,93.33558251415508,89.22916294424257,92.82228088378906,22655,0.0,0.0
2019-04-10 00:00:00+05:30,91.53902462014936,97.44200975619138,91.53902462014936,97.35646057128906,87055,0.0,0.0
2019-04-11 00:00:00+05:30,98.72525781764219,99.23855940572331,94.53328288217608,95.17491149902344,19373,0.0,0.0
2019-04-12 00:00:00+05:30,98.04085409606827,103.0883339954323,95.38879037751619,95.90209197998047,297026,0.0,0.0
2019-04-15 00:00:00+05:30,97.31366433545897,97.31366433545897,93.6777691844638,94.23384857177734,75111,0.0,0.0
2019-04-16 00:00:00+05:30,94.40495807962958,95.64544401764405,92.39452300482871,92.5228500366211,66819,0.0,0.0
2019-04-18 00:00:00+05:30,92.39451927900167,93.84887484204432,89.82800485458496,90.64073181152344,28380,0.0,0.0
2019-04-22 00:00:00+05:30,89.87078698088588,90.38408858478994,88.11699942998099,88.84417724609375,25230,0.0,0.0
2019-04-23 00:00:00+05:30,88.84418446801594,89.22916559747615,87.2615016744161,87.81758117675781,17159,0.0,0.0
2019-04-24 00:00:00+05:30,88.1597703492105,89.05804645364474,87.26148771779276,87.5609130859375,16991,0.0,0.0
2019-04-25 00:00:00+05:30,88.80141465309062,88.80141465309062,85.97824576349542,86.40599822998047,20901,0.0,0.0
2019-04-26 00:00:00+05:30,86.40598725732505,97.09979756144944,86.40598725732505,90.51241302490234,131801,0.0,0.0
2019-04-30 00:00:00+05:30,93.46391634615537,93.46391634615537,83.79670774257832,90.72630310058594,82382,0.0,0.0
2019-05-02 00:00:00+05:30,88.97251247435061,90.85462070436033,88.97251247435061,89.91356658935547,35670,0.0,0.0
2019-05-03 00:00:00+05:30,87.73200151075088,90.38406453095043,87.73200151075088,88.92970275878906,9278,0.0,0.0
2019-05-06 00:00:00+05:30,88.11699881920447,90.46963713719295,86.36321128045584,88.97250366210938,12958,0.0,0.0
2019-05-07 00:00:00+05:30,87.26149733700821,90.6835168404203,86.36321460656885,87.21871948242188,22579,0.0,0.0
2019-05-08 00:00:00+05:30,86.44876515422517,88.20254612882196,84.69497765264455,85.80713653564453,29182,0.0,0.0
2019-05-09 00:00:00+05:30,88.54475809646303,88.54475809646303,82.98397618702332,84.52388763427734,16550,0.0,0.0
2019-05-10 00:00:00+05:30,84.78052048415411,86.79095536650159,84.69497131347656,85.55047607421875,15521,0.0,0.0
2019-05-13 00:00:00+05:30,84.86606677819135,87.17593347008948,84.86606677819135,85.9354476928711,21258,0.0,0.0
2019-05-14 00:00:00+05:30,84.69499064332592,86.7909751747153,84.69499064332592,84.90886688232422,9375,0.0,0.0
2019-05-15 00:00:00+05:30,86.36320593998339,89.6996759263908,84.78052338387504,85.1655044555664,19612,0.0,0.0
2019-05-16 00:00:00+05:30,85.59325947447427,85.80713567853144,83.83947199041194,84.69497680664062,5519,0.0,0.0
2019-05-17 00:00:00+05:30,82.12846521979391,86.40598944999151,82.12846521979391,84.31000518798828,19633,0.0,0.0
2019-05-20 00:00:00+05:30,84.78053128242264,86.79096642083384,84.69498210084893,86.14933776855469,17389,0.0,0.0
2019-05-21 00:00:00+05:30,84.78053581943739,85.55049154877325,83.96780876051785,84.39556121826172,10916,0.0,0.0
2019-05-22 00:00:00+05:30,85.46493236295045,85.46493236295045,83.36894164905242,83.49726867675781,11666,0.0,0.0
2019-05-23 00:00:00+05:30,84.6949733471161,86.27765588709481,82.55621139390611,82.8984146118164,12875,0.0,0.0
2019-05-24 00:00:00+05:30,84.05334742577219,86.27765862222795,81.35850597390031,84.78052520751953,27797,0.0,0.0
2019-05-27 00:00:00+05:30,84.60942838478577,89.22915573900661,84.60942838478577,86.96206665039062,42663,0.0,0.0
2019-05-28 00:00:00+05:30,86.53432480836179,89.78523961991463,86.40599776371184,88.71585845947266,26931,0.0,0.0
2019-05-29 00:00:00+05:30,88.11700094661988,88.9725058101793,85.55048635594163,86.27766418457031,17975,0.0,0.0
2019-05-30 00:00:00+05:30,86.40598581586697,89.3574747997739,84.26722379072176,84.82330322265625,60382,0.0,0.0
2019-05-31 00:00:00+05:30,86.40598706422053,86.7909616235151,83.79669474505202,84.566650390625,20610,0.0,0.0
2019-06-03 00:00:00+05:30,83.96779281034014,84.26721816848632,82.89841186911569,83.32616424560547,22010,0.0,0.0
2019-06-04 00:00:00+05:30,83.66836745219395,84.05334198024144,83.06951020891829,83.32616424560547,11206,0.0,0.0
2019-06-06 00:00:00+05:30,82.68453628426069,83.19783783439759,81.70070450575804,82.04290771484375,19887,0.0,0.0
2019-06-07 00:00:00+05:30,82.72731111850901,84.7377526096291,81.78625714880508,82.68453979492188,15983,0.0,0.0
2019-06-10 00:00:00+05:30,82.89842523547966,83.28339982559963,81.27296463733607,81.31574249267578,10618,0.0,0.0
2019-06-11 00:00:00+05:30,82.12846009481927,82.38511414340901,81.2729553021649,81.44405364990234,11462,0.0,0.0
2019-06-12 00:00:00+05:30,82.08567267555188,83.28338055104624,80.41744113513737,80.6740951538086,11060,0.0,0.0
2019-06-13 00:00:00+05:30,80.80243009958737,80.80243009958737,78.70644583753361,79.56195068359375,13777,0.0,0.0
2019-06-14 00:00:00+05:30,81.57237431934536,81.57237431934536,78.74921263971298,78.9203109741211,7656,0.0,0.0
2019-06-17 00:00:00+05:30,79.60471593179952,81.05907132902041,77.50872547464826,77.97925567626953,11004,0.0,0.0
2019-06-18 00:00:00+05:30,78.06481807385339,78.79199589571986,77.03821485792236,77.12376403808594,10306,0.0,0.0
2019-06-19 00:00:00+05:30,77.25210041420043,77.59429717623783,75.45553477857983,75.75496673583984,15357,0.0,0.0
2019-06-20 00:00:00+05:30,74.64279021317911,76.52489807194445,72.80345367616829,73.6589584350586,20668,0.0,0.0
2019-06-21 00:00:00+05:30,74.42893361907872,75.24166074320567,73.74452702098283,74.21505737304688,11180,0.0,0.0
2019-06-24 00:00:00+05:30,74.60002993778708,76.39659557625595,73.6589757867226,74.55725860595703,17754,0.0,0.0
2019-06-25 00:00:00+05:30,72.033506285793,74.38614464049148,71.178001429539,72.3757095336914,15425,0.0,0.0
2019-06-26 00:00:00+05:30,71.43464813079838,74.17226077771227,71.43464813079838,72.4184799194336,9861,0.0,0.0
2019-06-27 00:00:00+05:30,73.4023082032893,76.95264759952168,72.84622882522225,74.08670806884766,20771,0.0,0.0
2019-06-28 00:00:00+05:30,71.9907187338527,74.2578073973646,71.9907187338527,73.78727722167969,9162,0.0,0.0
2019-07-01 00:00:00+05:30,74.85666855080305,75.24164309255663,72.16182717757744,74.51446533203125,10396,0.0,0.0
2019-07-02 00:00:00+05:30,74.00117447204548,80.33191209065781,72.8034662965808,77.50874328613281,25459,0.0,0.0
2019-07-03 00:00:00+05:30,74.55723817688337,80.67409827322813,74.55723817688337,78.9203109741211,17877,0.0,0.0
2019-07-04 00:00:00+05:30,77.85093890639612,87.68924437258903,77.85093890639612,85.76435852050781,89035,0.0,0.0
