Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-12 00:00:00+05:30,193.21253967285156,193.21253967285156,184.07109044040186,193.21253967285156,2811,0.0,0.0
2023-05-15 00:00:00+05:30,184.02139888679525,202.85079956054688,184.02139888679525,202.85079956054688,5567,0.0,0.0
2023-05-16 00:00:00+05:30,212.9859161376953,212.9859161376953,203.69541201292003,212.9859161376953,8288,0.0,0.0
2023-05-17 00:00:00+05:30,223.46876485613308,223.61781937616786,202.353996594385,209.955322265625,9936,0.0,0.0
2023-05-19 00:00:00+05:30,220.43818615121214,220.88531938679927,214.37699956579064,220.78594970703125,10736,0.0,0.0
2023-05-22 00:00:00+05:30,210.79989316209506,216.21522205215797,209.75658738341417,211.5451202392578,11559,0.0,0.0
2023-05-23 00:00:00+05:30,215.8674564745602,222.0776824951172,215.8674564745602,222.0776824951172,10467,0.0,0.0
2023-05-24 00:00:00+05:30,233.15670366716844,233.15670366716844,214.4266723702079,227.49298095703125,48234,0.0,0.0
2023-05-25 00:00:00+05:30,232.65988661608304,232.7095714533911,217.60630577444232,223.07130432128906,3190,0.0,0.0
2023-05-26 00:00:00+05:30,227.69170973944853,227.69170973944853,214.67508572699344,216.56298828125,578,0.0,0.0
2023-05-30 00:00:00+05:30,216.41395726775673,229.5299514618089,215.6190453126084,223.81654357910156,10397,0.0,0.0
2023-05-31 00:00:00+05:30,228.1885388782782,228.1885388782782,218.7489953252277,225.45603942871094,12071,0.0,0.0
2023-06-01 00:00:00+05:30,226.54902132180015,226.54902132180015,214.22794026195442,217.85470581054688,17164,0.0,0.0
2023-06-02 00:00:00+05:30,217.45725984728506,222.4751098682798,215.61902705426894,219.49420166015625,10871,0.0,0.0
2023-06-05 00:00:00+05:30,230.42421007806405,230.42421007806405,223.61781175559295,230.07644653320312,6369,0.0,0.0
2023-06-06 00:00:00+05:30,233.50448376278277,235.34271661452496,221.87894441203628,222.72352600097656,18299,0.0,0.0
2023-06-07 00:00:00+05:30,238.47268000342322,238.47268000342322,214.72478168442288,216.31459045410156,15351,0.0,0.0
2023-06-08 00:00:00+05:30,218.69930724186278,228.58598320413327,213.5820723335737,219.4445343017578,86044,0.0,0.0
2023-06-09 00:00:00+05:30,220.48785279536128,223.56813088556947,220.33881343944458,223.22035217285156,16719,0.0,0.0
2023-06-12 00:00:00+05:30,224.0649528503418,245.52749985323015,222.57449861852135,244.4344940185547,17945,0.0,0.0
2023-06-13 00:00:00+05:30,256.3581265136509,268.8779480592239,249.50204314830842,268.1327209472656,27717,0.0,0.0
2023-06-14 00:00:00+05:30,285.8691465101781,285.8691465101781,258.2957419948217,267.8346252441406,19206,0.0,0.0
2023-06-15 00:00:00+05:30,271.85884652519985,273.4486703703443,258.34538932652356,269.0269775390625,13101,0.0,0.0
2023-06-16 00:00:00+05:30,267.9836992306472,268.38114765184815,256.2587737033087,261.3263244628906,16798,0.0,0.0
2023-06-19 00:00:00+05:30,260.8294762746594,264.4562419753288,257.3517499243306,260.978515625,12359,0.0,0.0
2023-06-20 00:00:00+05:30,255.31481796303083,261.3263044726941,252.78102761537716,256.3581237792969,13256,0.0,0.0
2023-06-21 00:00:00+05:30,261.5747102573362,274.88942828553365,256.3581205940845,269.6231689453125,11815,0.0,0.0
2023-06-22 00:00:00+05:30,276.4792511857099,278.21811440071434,262.8167544963891,263.2142028808594,11337,0.0,0.0
2023-06-23 00:00:00+05:30,267.238444063979,268.2320801745372,259.2396551799648,265.99639892578125,13274,0.0,0.0
2023-06-26 00:00:00+05:30,258.4944552683116,282.6895031683046,252.23455924314206,274.49200439453125,12612,0.0,0.0
2023-06-27 00:00:00+05:30,270.8155170567049,279.2614242226614,266.1454454060206,267.1887512207031,12200,0.0,0.0
2023-06-28 00:00:00+05:30,272.2562875054508,272.3556571787028,261.22692088854933,264.10845947265625,13123,0.0,0.0
2023-06-30 00:00:00+05:30,264.30721401799775,267.3874921257384,252.53261965966513,259.04095458984375,16187,0.0,0.0
2023-07-07 00:00:00+05:30,275.43593639938,275.68434542199003,263.31356396666234,266.7912902832031,15750,0.0,0.0
2023-07-10 00:00:00+05:30,287.95572779915847,287.95572779915847,262.31992871333813,262.3695983886719,12401,0.0,0.0
2023-07-14 00:00:00+05:30,259.2396561337185,268.67919921875,256.2587477910769,268.67919921875,6040,0.0,0.0
2023-07-17 00:00:00+05:30,273.3492758189818,274.29321184621546,263.6116246057254,267.5364990234375,7945,0.0,0.0
2023-07-19 00:00:00+05:30,261.0778872552756,266.39384649527057,257.60016087889704,262.9657897949219,6155,0.0,0.0
2023-07-20 00:00:00+05:30,262.27025016876553,268.23206652882055,259.53775100374037,262.5683288574219,86476,0.0,0.0
2023-07-21 00:00:00+05:30,265.9963960024561,268.23207722664176,257.3020801306231,264.70465087890625,16308,0.0,0.0
2023-07-24 00:00:00+05:30,268.28176697688315,268.28176697688315,262.0218712101037,266.29449462890625,6670,0.0,0.0
2023-07-26 00:00:00+05:30,263.5619813843337,267.7352652264583,259.8855156032541,266.9403381347656,9605,0.0,0.0
2023-07-28 00:00:00+05:30,267.6358974660681,279.36079166134107,267.6358974660681,268.9276123046875,24175,0.0,0.0
2023-08-03 00:00:00+05:30,264.50596382294225,272.206644234758,261.8728036814965,271.3123474121094,5736,0.0,0.0
2023-08-04 00:00:00+05:30,269.22570095267395,270.56708536684147,266.29446246411436,267.685546875,5990,0.0,0.0
2023-08-07 00:00:00+05:30,272.4550358193404,272.8524842020629,258.593799837056,264.2575378417969,9444,0.0,0.0
2023-08-08 00:00:00+05:30,264.2575292130191,268.3314129071101,259.3390184577495,260.38232421875,15602,0.0,0.0
2023-08-09 00:00:00+05:30,263.3632235622692,264.5555989545091,259.0409309929727,264.30718994140625,28619,0.0,0.0
2023-08-10 00:00:00+05:30,265.35051830226246,271.2626654477794,260.87915568499136,267.1887512207031,25151,0.0,0.0
2023-08-11 00:00:00+05:30,271.16330128944765,271.16330128944765,261.37597907439607,266.39385986328125,7120,0.0,0.0
2023-08-14 00:00:00+05:30,259.33902345385485,278.21810945241134,259.33902345385485,259.9352111816406,14276,0.0,0.0
2023-08-16 00:00:00+05:30,257.69954455446356,260.48171367736734,253.42690602759762,258.59381103515625,34786,0.0,0.0
2023-08-17 00:00:00+05:30,259.3390154126896,261.8727752730072,243.19242920404517,248.25997924804688,108448,0.0,0.0
2023-08-18 00:00:00+05:30,254.8676636100165,256.25874810695706,247.66380177308622,254.1224365234375,33855,0.0,0.0
2023-08-21 00:00:00+05:30,255.3644774553198,263.3135662477033,247.46507350022543,252.18484497070312,21036,0.0,0.0
2023-08-22 00:00:00+05:30,252.48294490922305,261.52503969284743,252.48294490922305,256.1097106933594,8762,0.0,0.0
2023-08-23 00:00:00+05:30,263.56196082722056,264.55559687180954,259.5377469759815,262.3199157714844,14885,0.0,0.0
2023-08-24 00:00:00+05:30,260.5313959720295,264.80401904681514,258.1466450877735,258.6434631347656,5888,0.0,0.0
