companyName,currentValue,change,pChange,updatedOn,securityID,scripCode,group,faceValue,industry,previousClose,previousOpen,dayHigh,dayLow,52weekHigh,52weekLow,weightedAvgPrice,totalTradedValue,totalTradedQuantity,2WeekAvgQuantity,marketCapFull,marketCapFreeFloat,buy,sell
Quest Capital Markets Ltd,472.00,-28.00,-5.60,25 Oct 24 | 02:14 PM,QUESTCAP,500069,X  /,10.00,Financial Services,500.00,485.60,494.00,465.10,574.00,260.00,481.94,0.34 Cr.,0.07 Lakh,0.07 Lakh,472.00 Cr.,113.28 Cr.,"{'1': {'quantity': '2', 'price': '472.05'}, '2': {'quantity': '10', 'price': '472.00'}, '3': {'quantity': '25', 'price': '471.00'}, '4': {'quantity': '6', 'price': '470.00'}, '5': {'quantity': '10', 'price': '468.00'}}","{'1': {'price': '479.95', 'quantity': '1'}, '2': {'price': '480.00', 'quantity': '1'}, '3': {'price': '493.00', 'quantity': '50'}, '4': {'price': '493.95', 'quantity': '50'}, '5': {'price': '494.00', 'quantity': '13'}}"
BPL LTD.,105.10,-2.90,-2.69,25 Oct 24 | 02:14 PM,BPL,500074,B  /,10.00,Consumer Durables,108.00,108.00,108.00,102.60,147.60,77.09,104.20,0.31 Cr.,0.30 Lakh,0.27 Lakh,514.74 Cr.,190.45 Cr.,"{'1': {'quantity': '230', 'price': '105.00'}, '2': {'quantity': '1', 'price': '104.90'}, '3': {'quantity': '608', 'price': '104.85'}, '4': {'quantity': '242', 'price': '104.80'}, '5': {'quantity': '288', 'price': '104.75'}}","{'1': {'price': '105.10', 'quantity': '68'}, '2': {'price': '105.45', 'quantity': '125'}, '3': {'price': '105.50', 'quantity': '250'}, '4': {'price': '105.55', 'quantity': '98'}, '5': {'price': '105.60', 'quantity': '336'}}"
Oriental Aromatics Ltd-$,554.55,-33.90,-5.76,25 Oct 24 | 02:15 PM,OAL,500078,B  / BSE SmallCap,5.00,Chemicals,588.45,577.00,590.35,546.90,608.50,296.65,569.70,0.25 Cr.,0.04 Lakh,0.14 Lakh,"1,866.26 Cr.",447.90 Cr.,"{'1': {'quantity': '8', 'price': '549.15'}, '2': {'quantity': '12', 'price': '549.10'}, '3': {'quantity': '16', 'price': '549.05'}, '4': {'quantity': '13', 'price': '548.90'}, '5': {'quantity': '1', 'price': '548.85'}}","{'1': {'price': '550.95', 'quantity': '22'}, '2': {'price': '551.05', 'quantity': '1'}, '3': {'price': '551.20', 'quantity': '11'}, '4': {'price': '551.35', 'quantity': '11'}, '5': {'price': '551.45', 'quantity': '4'}}"
CENTURY EXTRUSIONS LTD.,22.00,-0.87,-3.80,25 Oct 24 | 02:13 PM,CENTEXT,500083,T  /,1.00,Capital Goods,22.87,22.45,22.80,22.00,32.39,14.52,22.35,0.08 Cr.,0.37 Lakh,0.18 Lakh,176.00 Cr.,82.72 Cr.,"{'1': {'quantity': '50', 'price': '22.03'}, '2': {'quantity': '750', 'price': '22.02'}, '3': {'quantity': '50', 'price': '22.01'}, '4': {'quantity': '2051', 'price': '22.00'}, '5': {'quantity': '50', 'price': '21.96'}}","{'1': {'price': '22.34', 'quantity': '100'}, '2': {'price': '22.35', 'quantity': '79'}, '3': {'price': '22.39', 'quantity': '300'}, '4': {'price': '22.40', 'quantity': '204'}, '5': {'price': '22.42', 'quantity': '816'}}"
CESC LTD.,180.00,-7.55,-4.03,25 Oct 24 | 02:15 PM,CESC,500084,A  / BSE 500,1.00,Power,187.55,187.00,188.55,179.70,212.70,82.45,182.75,2.33 Cr.,1.28 Lakh,2.30 Lakh,"23,860.27 Cr.","11,214.33 Cr.","{'1': {'quantity': '168', 'price': '179.90'}, '2': {'quantity': '6', 'price': '179.85'}, '3': {'quantity': '10', 'price': '179.80'}, '4': {'quantity': '185', 'price': '179.75'}, '5': {'quantity': '456', 'price': '179.70'}}","{'1': {'price': '180.00', 'quantity': '354'}, '2': {'price': '180.05', 'quantity': '254'}, '3': {'price': '180.10', 'quantity': '279'}, '4': {'price': '180.15', 'quantity': '1361'}, '5': {'price': '180.20', 'quantity': '1487'}}"
CHAMBAL FERTILISERS & CHEMICALS LTD.,455.25,-16.75,-3.55,25 Oct 24 | 02:15 PM,CHAMBLFERT,500085,A  / BSE 500,10.00,Chemicals,472.00,468.00,473.30,455.25,575.00,263.35,462.68,3.23 Cr.,0.70 Lakh,0.42 Lakh,"18,239.70 Cr.","6,931.08 Cr.","{'1': {'quantity': '23', 'price': '455.50'}, '2': {'quantity': '127', 'price': '455.45'}, '3': {'quantity': '38', 'price': '455.40'}, '4': {'quantity': '135', 'price': '455.35'}, '5': {'quantity': '19', 'price': '455.30'}}","{'1': {'price': '456.15', 'quantity': '93'}, '2': {'price': '456.20', 'quantity': '18'}, '3': {'price': '456.25', 'quantity': '72'}, '4': {'price': '456.30', 'quantity': '25'}, '5': {'price': '456.35', 'quantity': '166'}}"
EXIDE INDUSTRIES LTD.,448.65,-18.25,-3.91,25 Oct 24 | 02:14 PM,EXIDEIND,500086,A  / BSE 500,1.00,Automobile and Auto Components,466.90,469.00,469.00,444.40,620.00,241.60,451.54,14.49 Cr.,3.21 Lakh,2.28 Lakh,"38,135.25 Cr.","20,211.68 Cr.","{'1': {'quantity': '263', 'price': '448.30'}, '2': {'quantity': '206', 'price': '448.25'}, '3': {'quantity': '86', 'price': '448.20'}, '4': {'quantity': '100', 'price': '448.15'}, '5': {'quantity': '186', 'price': '448.10'}}","{'1': {'price': '448.65', 'quantity': '341'}, '2': {'price': '448.70', 'quantity': '336'}, '3': {'price': '448.75', 'quantity': '105'}, '4': {'price': '448.80', 'quantity': '131'}, '5': {'price': '448.85', 'quantity': '89'}}"
CIPLA LTD.,1482.00,-9.85,-0.66,25 Oct 24 | 02:15 PM,CIPLA,500087,A  / BSE 100,2.00,Healthcare,1491.85,1493.15,1507.85,1479.00,1702.00,1132.00,1486.61,3.82 Cr.,0.26 Lakh,0.27 Lakh,"1,19,685.64 Cr.","82,583.09 Cr.","{'1': {'quantity': '7', 'price': '1481.40'}, '2': {'quantity': '18', 'price': '1481.35'}, '3': {'quantity': '8', 'price': '1481.25'}, '4': {'quantity': '5', 'price': '1481.20'}, '5': {'quantity': '6', 'price': '1481.15'}}","{'1': {'price': '1482.25', 'quantity': '13'}, '2': {'price': '1482.30', 'quantity': '2'}, '3': {'price': '1482.35', 'quantity': '8'}, '4': {'price': '1482.40', 'quantity': '2'}, '5': {'price': '1482.45', 'quantity': '13'}}"
DIC INDIA LTD.,730.00,-27.00,-3.57,25 Oct 24 | 01:56 PM,DICIND,500089,T  /,10.00,Chemicals,757.00,740.00,740.00,722.20,833.00,410.10,729.44,0.00 Cr.,0.00 Lakh,0.01 Lakh,670.07 Cr.,187.62 Cr.,"{'1': {'quantity': '30', 'price': '730.00'}, '2': {'quantity': '1', 'price': '727.00'}, '3': {'quantity': '18', 'price': '726.50'}, '4': {'quantity': '61', 'price': '725.00'}, '5': {'quantity': '24', 'price': '723.00'}}","{'1': {'price': '747.00', 'quantity': '5'}, '2': {'price': '748.00', 'quantity': '5'}, '3': {'price': '754.00', 'quantity': '5'}, '4': {'price': '756.50', 'quantity': '5'}, '5': {'price': '783.00', 'quantity': '10'}}"
CRISIL LTD.,5028.90,-48.40,-0.95,25 Oct 24 | 02:15 PM,CRISIL,500092,A  / BSE 500,1.00,Financial Services,5077.30,5085.05,5136.30,4955.00,5264.80,3665.10,5016.01,0.92 Cr.,0.02 Lakh,0.08 Lakh,"36,776.17 Cr.","12,136.14 Cr.","{'1': {'quantity': '1', 'price': '5021.05'}, '2': {'quantity': '1', 'price': '5021.00'}, '3': {'quantity': '1', 'price': '5020.60'}, '4': {'quantity': '12', 'price': '5020.55'}, '5': {'quantity': '1', 'price': '5020.50'}}","{'1': {'price': '5029.95', 'quantity': '1'}, '2': {'price': '5030.00', 'quantity': '1'}, '3': {'price': '5030.40', 'quantity': '1'}, '4': {'price': '5030.45', 'quantity': '5'}, '5': {'price': '5030.50', 'quantity': '2'}}"
CG Power and Industrial Solutions Ltd,730.15,-2.10,-0.29,25 Oct 24 | 02:15 PM,CGPOWER,500093,A  / BSE 200,2.00,Capital Goods,732.25,734.05,745.00,714.80,874.50,359.40,729.37,9.90 Cr.,1.36 Lakh,2.28 Lakh,"1,11,602.56 Cr.","46,873.07 Cr.","{'1': {'quantity': '6', 'price': '730.90'}, '2': {'quantity': '167', 'price': '730.85'}, '3': {'quantity': '26', 'price': '730.80'}, '4': {'quantity': '20', 'price': '730.75'}, '5': {'quantity': '40', 'price': '730.70'}}","{'1': {'price': '731.55', 'quantity': '123'}, '2': {'price': '731.65', 'quantity': '6'}, '3': {'price': '731.70', 'quantity': '1'}, '4': {'price': '731.75', 'quantity': '18'}, '5': {'price': '731.85', 'quantity': '20'}}"
DABUR INDIA LTD.,538.40,-2.85,-0.53,25 Oct 24 | 02:15 PM,DABUR,500096,A  / BSE 100,1.00,Fast Moving Consumer Goods,541.25,541.55,546.25,537.80,672.00,489.00,541.48,2.90 Cr.,0.54 Lakh,0.39 Lakh,"95,421.24 Cr.","31,489.01 Cr.","{'1': {'quantity': '5', 'price': '538.10'}, '2': {'quantity': '105', 'price': '538.05'}, '3': {'quantity': '94', 'price': '538.00'}, '4': {'quantity': '111', 'price': '537.95'}, '5': {'quantity': '57', 'price': '537.90'}}","{'1': {'price': '538.40', 'quantity': '61'}, '2': {'price': '538.45', 'quantity': '47'}, '3': {'price': '538.50', 'quantity': '165'}, '4': {'price': '538.55', 'quantity': '47'}, '5': {'price': '538.60', 'quantity': '136'}}"
Dalmia Bharat Sugar and Industries Ltd,433.25,-17.40,-3.86,25 Oct 24 | 02:15 PM,DALMIASUG,500097,B  / BSE SmallCap,2.00,Fast Moving Consumer Goods,450.65,458.00,458.00,433.25,582.00,339.00,439.96,0.26 Cr.,0.06 Lakh,0.15 Lakh,"3,506.70 Cr.",806.54 Cr.,"{'1': {'quantity': '12', 'price': '433.25'}, '2': {'quantity': '15', 'price': '433.20'}, '3': {'quantity': '13', 'price': '433.15'}, '4': {'quantity': '18', 'price': '433.10'}, '5': {'quantity': '17', 'price': '433.05'}}","{'1': {'price': '434.15', 'quantity': '1'}, '2': {'price': '434.20', 'quantity': '5'}, '3': {'price': '434.70', 'quantity': '12'}, '4': {'price': '434.75', 'quantity': '61'}, '5': {'price': '434.85', 'quantity': '15'}}"
ARVIND LTD.,309.75,-22.05,-6.65,25 Oct 24 | 02:15 PM,ARVIND,500101,A  / BSE SmallCap,10.00,Textiles,331.80,331.45,333.25,309.00,421.00,163.80,317.70,1.28 Cr.,0.40 Lakh,0.25 Lakh,"8,107.10 Cr.","4,864.26 Cr.","{'1': {'quantity': '53', 'price': '309.45'}, '2': {'quantity': '76', 'price': '309.40'}, '3': {'quantity': '37', 'price': '309.35'}, '4': {'quantity': '68', 'price': '309.30'}, '5': {'quantity': '213', 'price': '309.25'}}","{'1': {'price': '310.15', 'quantity': '32'}, '2': {'price': '310.20', 'quantity': '8'}, '3': {'price': '310.25', 'quantity': '34'}, '4': {'price': '310.30', 'quantity': '63'}, '5': {'price': '310.35', 'quantity': '63'}}"
BHARAT HEAVY ELECTRICALS LTD.,216.05,-11.15,-4.91,25 Oct 24 | 02:15 PM,BHEL,500103,A  / BSE 200,2.00,Capital Goods,227.20,227.35,228.00,210.75,335.40,113.50,216.46,24.02 Cr.,11.10 Lakh,7.95 Lakh,"75,229.98 Cr.","27,835.09 Cr.","{'1': {'quantity': '1425', 'price': '215.90'}, '2': {'quantity': '1948', 'price': '215.85'}, '3': {'quantity': '1861', 'price': '215.80'}, '4': {'quantity': '1814', 'price': '215.75'}, '5': {'quantity': '2519', 'price': '215.70'}}","{'1': {'price': '216.10', 'quantity': '398'}, '2': {'price': '216.15', 'quantity': '1249'}, '3': {'price': '216.20', 'quantity': '2373'}, '4': {'price': '216.25', 'quantity': '2052'}, '5': {'price': '216.30', 'quantity': '3288'}}"
HINDUSTAN PETROLEUM CORPORATION LTD.,377.90,-26.75,-6.61,25 Oct 24 | 02:15 PM,HINDPETRO,500104,A  / BSE 200,10.00,"Oil, Gas & Consumable Fuels",404.65,405.00,405.75,375.60,457.20,159.58,384.39,6.43 Cr.,1.67 Lakh,2.38 Lakh,"80,410.41 Cr.","36,184.69 Cr.","{'1': {'quantity': '2', 'price': '377.90'}, '2': {'quantity': '22', 'price': '377.80'}, '3': {'quantity': '78', 'price': '377.75'}, '4': {'quantity': '292', 'price': '377.70'}, '5': {'quantity': '350', 'price': '377.65'}}","{'1': {'price': '378.00', 'quantity': '34'}, '2': {'price': '378.10', 'quantity': '72'}, '3': {'price': '378.15', 'quantity': '784'}, '4': {'price': '378.20', 'quantity': '230'}, '5': {'price': '378.25', 'quantity': '203'}}"
IFCI LTD.,50.71,-2.73,-5.11,25 Oct 24 | 02:15 PM,IFCI,500106,A  / BSE SmallCap,10.00,Financial Services,53.44,53.01,53.69,50.11,91.39,20.42,51.32,3.60 Cr.,7.03 Lakh,9.03 Lakh,"13,253.52 Cr.","3,180.84 Cr.","{'1': {'quantity': '1', 'price': '50.64'}, '2': {'quantity': '138', 'price': '50.63'}, '3': {'quantity': '517', 'price': '50.62'}, '4': {'quantity': '3212', 'price': '50.61'}, '5': {'quantity': '992', 'price': '50.60'}}","{'1': {'price': '50.71', 'quantity': '1'}, '2': {'price': '50.73', 'quantity': '708'}, '3': {'price': '50.74', 'quantity': '518'}, '4': {'price': '50.75', 'quantity': '5363'}, '5': {'price': '50.76', 'quantity': '137'}}"
MAHANAGAR TELEPHONE NIGAM LTD.,46.89,-2.47,-5.00,25 Oct 24 | 02:15 PM,MTNL,500108,A  / BSE SmallCap,10.00,Telecommunication,49.36,49.25,49.44,46.60,101.88,25.22,47.43,3.05 Cr.,6.44 Lakh,7.76 Lakh,"2,954.07 Cr.","1,299.79 Cr.","{'1': {'quantity': '496', 'price': '46.84'}, '2': {'quantity': '237', 'price': '46.83'}, '3': {'quantity': '1843', 'price': '46.82'}, '4': {'quantity': '2227', 'price': '46.81'}, '5': {'quantity': '2312', 'price': '46.80'}}","{'1': {'price': '46.90', 'quantity': '11'}, '2': {'price': '46.92', 'quantity': '200'}, '3': {'price': '46.94', 'quantity': '1441'}, '4': {'price': '46.95', 'quantity': '200'}, '5': {'price': '46.96', 'quantity': '200'}}"
MANGALORE REFINERY & PETROCHEMICALS LTD.,145.60,-9.65,-6.22,25 Oct 24 | 02:15 PM,MRPL,500109,A  / BSE 500,10.00,"Oil, Gas & Consumable Fuels",155.25,156.35,156.35,145.25,289.25,93.25,147.61,1.22 Cr.,0.83 Lakh,1.71 Lakh,"25,517.84 Cr.","2,551.78 Cr.","{'1': {'quantity': '53', 'price': '145.40'}, '2': {'quantity': '200', 'price': '145.35'}, '3': {'quantity': '7', 'price': '145.30'}, '4': {'quantity': '112', 'price': '145.25'}, '5': {'quantity': '553', 'price': '145.20'}}","{'1': {'price': '145.60', 'quantity': '282'}, '2': {'price': '145.65', 'quantity': '137'}, '3': {'price': '145.70', 'quantity': '1245'}, '4': {'price': '145.75', 'quantity': '2090'}, '5': {'price': '145.80', 'quantity': '696'}}"
CHENNAI PETROLEUM CORPORATION LTD.,703.15,-55.80,-7.35,25 Oct 24 | 02:15 PM,CHENNPETRO,500110,A  / BSE 500,10.00,"Oil, Gas & Consumable Fuels",758.95,760.05,766.35,697.05,1274.00,518.35,713.25,9.65 Cr.,1.35 Lakh,0.79 Lakh,"10,470.71 Cr.","3,350.63 Cr.","{'1': {'quantity': '9', 'price': '702.40'}, '2': {'quantity': '9', 'price': '702.35'}, '3': {'quantity': '10', 'price': '702.25'}, '4': {'quantity': '52', 'price': '702.10'}, '5': {'quantity': '16', 'price': '702.05'}}","{'1': {'price': '703.15', 'quantity': '12'}, '2': {'price': '703.20', 'quantity': '26'}, '3': {'price': '703.25', 'quantity': '29'}, '4': {'price': '703.30', 'quantity': '186'}, '5': {'price': '703.35', 'quantity': '104'}}"
STATE BANK OF INDIA,778.15,-16.55,-2.08,25 Oct 24 | 02:15 PM,SBIN,500112,A  / BSE SENSEX,1.00,Financial Services,794.70,798.45,800.00,772.05,912.10,543.15,783.46,37.22 Cr.,4.75 Lakh,4.81 Lakh,"6,94,469.31 Cr.","2,98,621.80 Cr.","{'1': {'quantity': '21', 'price': '777.65'}, '2': {'quantity': '151', 'price': '777.60'}, '3': {'quantity': '526', 'price': '777.55'}, '4': {'quantity': '1461', 'price': '777.50'}, '5': {'quantity': '995', 'price': '777.45'}}","{'1': {'price': '778.10', 'quantity': '153'}, '2': {'price': '778.15', 'quantity': '330'}, '3': {'price': '778.20', 'quantity': '383'}, '4': {'price': '778.25', 'quantity': '360'}, '5': {'price': '778.30', 'quantity': '409'}}"
STEEL AUTHORITY OF INDIA LTD.,111.00,-6.20,-5.29,25 Oct 24 | 02:15 PM,SAIL,500113,A  / BSE 200,10.00,Metals & Mining,117.20,117.85,117.90,110.35,175.65,81.85,112.72,24.05 Cr.,21.34 Lakh,11.70 Lakh,"45,844.02 Cr.","16,045.41 Cr.","{'1': {'quantity': '795', 'price': '111.00'}, '2': {'quantity': '3477', 'price': '110.95'}, '3': {'quantity': '9136', 'price': '110.90'}, '4': {'quantity': '4725', 'price': '110.85'}, '5': {'quantity': '8432', 'price': '110.80'}}","{'1': {'price': '111.10', 'quantity': '388'}, '2': {'price': '111.15', 'quantity': '5631'}, '3': {'price': '111.20', 'quantity': '4530'}, '4': {'price': '111.25', 'quantity': '4497'}, '5': {'price': '111.30', 'quantity': '9106'}}"
Titan Company Limited,3240.50,-91.55,-2.75,25 Oct 24 | 02:16 PM,TITAN,500114,A  / BSE SENSEX,1.00,Consumer Durables,3332.05,3330.00,3343.85,3240.00,3885.00,3059.00,3271.67,15.75 Cr.,0.48 Lakh,0.37 Lakh,"2,87,687.11 Cr.","1,35,212.94 Cr.","{'1': {'quantity': '41', 'price': '3240.50'}, '2': {'quantity': '5', 'price': '3240.15'}, '3': {'quantity': '1', 'price': '3240.10'}, '4': {'quantity': '2', 'price': '3240.05'}, '5': {'quantity': '888', 'price': '3240.00'}}","{'1': {'price': '3241.45', 'quantity': '4'}, '2': {'price': '3241.50', 'quantity': '12'}, '3': {'price': '3241.60', 'quantity': '11'}, '4': {'price': '3241.75', 'quantity': '41'}, '5': {'price': '3241.80', 'quantity': '4'}}"
IDBI BANK LTD.,81.86,0.51,0.63,25 Oct 24 | 02:15 PM,IDBI,500116,A  / BSE 200,10.00,Financial Services,81.35,81.29,82.90,78.10,107.98,59.62,80.51,6.66 Cr.,8.27 Lakh,3.56 Lakh,"88,019.16 Cr.","4,400.96 Cr.","{'1': {'quantity': '551', 'price': '81.78'}, '2': {'quantity': '437', 'price': '81.77'}, '3': {'quantity': '302', 'price': '81.76'}, '4': {'quantity': '363', 'price': '81.75'}, '5': {'quantity': '1639', 'price': '81.73'}}","{'1': {'price': '81.85', 'quantity': '897'}, '2': {'price': '81.86', 'quantity': '1346'}, '3': {'price': '81.87', 'quantity': '80'}, '4': {'price': '81.89', 'quantity': '1242'}, '5': {'price': '81.90', 'quantity': '178'}}"
DCW LTD.,88.00,-6.47,-6.85,25 Oct 24 | 02:16 PM,DCW,500117,A  / BSE SmallCap,2.00,Chemicals,94.47,93.02,95.10,86.76,112.40,46.90,89.61,3.73 Cr.,4.17 Lakh,4.42 Lakh,"2,597.36 Cr.","1,402.58 Cr.","{'1': {'quantity': '810', 'price': '88.03'}, '2': {'quantity': '319', 'price': '88.02'}, '3': {'quantity': '313', 'price': '88.01'}, '4': {'quantity': '263', 'price': '88.00'}, '5': {'quantity': '298', 'price': '87.98'}}","{'1': {'price': '88.28', 'quantity': '269'}, '2': {'price': '88.29', 'quantity': '436'}, '3': {'price': '88.30', 'quantity': '499'}, '4': {'price': '88.31', 'quantity': '2469'}, '5': {'price': '88.32', 'quantity': '193'}}"
DHAMPUR SUGAR MILLS LTD.,183.50,-10.80,-5.56,25 Oct 24 | 02:16 PM,DHAMPURSUG,500119,B  / BSE SmallCap,10.00,Fast Moving Consumer Goods,194.30,194.30,194.50,183.15,279.65,183.15,187.84,0.82 Cr.,0.44 Lakh,0.22 Lakh,"1,199.86 Cr.",611.93 Cr.,"{'1': {'quantity': '16', 'price': '183.25'}, '2': {'quantity': '17', 'price': '183.20'}, '3': {'quantity': '56', 'price': '183.15'}, '4': {'quantity': '364', 'price': '183.10'}, '5': {'quantity': '553', 'price': '183.05'}}","{'1': {'price': '183.65', 'quantity': '26'}, '2': {'price': '183.70', 'quantity': '21'}, '3': {'price': '183.75', 'quantity': '171'}, '4': {'price': '183.80', 'quantity': '554'}, '5': {'price': '183.85', 'quantity': '1486'}}"
DIAMINES & CHEMICALS LTD.-$,491.40,-18.40,-3.61,25 Oct 24 | 02:15 PM,DIAMINESQ,500120,B  /,10.00,Chemicals,509.80,507.80,507.80,485.00,690.00,445.95,493.64,0.15 Cr.,0.03 Lakh,0.01 Lakh,480.79 Cr.,206.74 Cr.,"{'1': {'quantity': '24', 'price': '487.30'}, '2': {'quantity': '50', 'price': '487.25'}, '3': {'quantity': '6', 'price': '487.00'}, '4': {'quantity': '21', 'price': '486.80'}, '5': {'quantity': '51', 'price': '486.00'}}","{'1': {'price': '490.55', 'quantity': '1'}, '2': {'price': '491.20', 'quantity': '33'}, '3': {'price': '491.40', 'quantity': '31'}, '4': {'price': '491.45', 'quantity': '38'}, '5': {'price': '491.65', 'quantity': '38'}}"
ELANTAS BECK INDIA LTD.-$,13000.05,-306.20,-2.30,25 Oct 24 | 02:14 PM,ELANTAS,500123,B  / BSE SmallCap,10.00,Chemicals,13306.25,13225.05,13751.05,12861.00,14980.00,6445.00,13063.91,0.80 Cr.,0.01 Lakh,0.02 Lakh,"10,306.03 Cr.","2,576.51 Cr.","{'1': {'quantity': '8', 'price': '12901.05'}, '2': {'quantity': '1', 'price': '12901.00'}, '3': {'quantity': '1', 'price': '12861.30'}, '4': {'quantity': '7', 'price': '12861.00'}, '5': {'quantity': '2', 'price': '12851.00'}}","{'1': {'price': '13056.90', 'quantity': '7'}, '2': {'price': '13056.95', 'quantity': '1'}, '3': {'price': '13057.00', 'quantity': '3'}, '4': {'price': '13100.00', 'quantity': '1'}, '5': {'price': '13198.90', 'quantity': '3'}}"
DR.REDDY'S LABORATORIES LTD.,6491.95,-90.70,-1.38,25 Oct 24 | 02:15 PM,DRREDDY,500124,A  / BSE 100,5.00,Healthcare,6582.65,6580.00,6580.00,6451.10,7101.00,5212.10,6502.97,2.13 Cr.,0.03 Lakh,0.14 Lakh,"1,08,330.61 Cr.","79,081.35 Cr.","{'1': {'quantity': '5', 'price': '6486.85'}, '2': {'quantity': '12', 'price': '6486.30'}, '3': {'quantity': '3', 'price': '6486.25'}, '4': {'quantity': '7', 'price': '6486.05'}, '5': {'quantity': '5', 'price': '6485.05'}}","{'1': {'price': '6491.95', 'quantity': '4'}, '2': {'price': '6492.50', 'quantity': '16'}, '3': {'price': '6492.55', 'quantity': '2'}, '4': {'price': '6492.95', 'quantity': '2'}, '5': {'price': '6493.25', 'quantity': '7'}}"
E.I.D.-PARRY (INDIA) LTD.,758.45,-13.75,-1.78,25 Oct 24 | 02:15 PM,EIDPARRY,500125,A  / BSE 500,1.00,Chemicals,772.20,769.10,777.90,751.10,879.95,452.55,763.91,0.53 Cr.,0.07 Lakh,0.15 Lakh,"13,467.58 Cr.","7,676.52 Cr.","{'1': {'quantity': '10', 'price': '757.75'}, '2': {'quantity': '29', 'price': '757.70'}, '3': {'quantity': '109', 'price': '757.65'}, '4': {'quantity': '10', 'price': '757.60'}, '5': {'quantity': '56', 'price': '757.55'}}","{'1': {'price': '759.15', 'quantity': '43'}, '2': {'price': '759.45', 'quantity': '2'}, '3': {'price': '759.50', 'quantity': '75'}, '4': {'price': '759.55', 'quantity': '8'}, '5': {'price': '759.65', 'quantity': '2'}}"
Procter & Gamble Health Ltd,5045.00,3.45,0.07,25 Oct 24 | 02:15 PM,PGHL,500126,A  / BSE 500,10.00,Healthcare,5041.55,5032.00,5080.15,4961.85,5640.00,4640.30,5025.76,0.14 Cr.,0.00 Lakh,0.00 Lakh,"8,374.39 Cr.","4,019.71 Cr.","{'1': {'quantity': '5', 'price': '5031.55'}, '2': {'quantity': '1', 'price': '5030.15'}, '3': {'quantity': '1', 'price': '5030.05'}, '4': {'quantity': '1', 'price': '5030.00'}, '5': {'quantity': '1', 'price': '5029.65'}}","{'1': {'price': '5051.10', 'quantity': '3'}, '2': {'price': '5051.15', 'quantity': '6'}, '3': {'price': '5054.30', 'quantity': '1'}, '4': {'price': '5054.35', 'quantity': '3'}, '5': {'price': '5054.85', 'quantity': '1'}}"
ELECTROSTEEL CASTINGS LTD.,163.90,-3.90,-2.32,25 Oct 24 | 02:15 PM,ELECTCAST,500128,A  / BSE SmallCap,1.00,Capital Goods,167.80,169.60,170.10,161.75,236.65,78.95,164.35,1.02 Cr.,0.63 Lakh,1.74 Lakh,"10,132.05 Cr.","5,369.98 Cr.","{'1': {'quantity': '204', 'price': '163.65'}, '2': {'quantity': '45', 'price': '163.60'}, '3': {'quantity': '155', 'price': '163.55'}, '4': {'quantity': '373', 'price': '163.50'}, '5': {'quantity': '1614', 'price': '163.45'}}","{'1': {'price': '163.90', 'quantity': '484'}, '2': {'price': '163.95', 'quantity': '6'}, '3': {'price': '164.00', 'quantity': '56'}, '4': {'price': '164.05', 'quantity': '56'}, '5': {'price': '164.10', 'quantity': '199'}}"
ESAB INDIA LTD.,6054.35,-139.95,-2.26,25 Oct 24 | 02:16 PM,ESABINDIA,500133,A  / BSE 500,10.00,Capital Goods,6194.30,6151.00,6151.00,5992.90,6991.15,4618.65,6044.95,0.09 Cr.,0.00 Lakh,0.01 Lakh,"9,319.47 Cr.","2,423.06 Cr.","{'1': {'quantity': '5', 'price': '6026.00'}, '2': {'quantity': '4', 'price': '6025.50'}, '3': {'quantity': '1', 'price': '6023.70'}, '4': {'quantity': '10', 'price': '6023.30'}, '5': {'quantity': '1', 'price': '6023.20'}}","{'1': {'price': '6063.05', 'quantity': '1'}, '2': {'price': '6063.10', 'quantity': '1'}, '3': {'price': '6064.00', 'quantity': '1'}, '4': {'price': '6064.30', 'quantity': '1'}, '5': {'price': '6065.15', 'quantity': '5'}}"
EPL Ltd,252.35,-6.15,-2.38,25 Oct 24 | 02:15 PM,EPL,500135,A  / BSE SmallCap,2.00,Capital Goods,258.50,258.00,258.45,250.00,277.20,169.85,254.16,0.88 Cr.,0.35 Lakh,0.84 Lakh,"8,039.68 Cr.","3,296.27 Cr.","{'1': {'quantity': '58', 'price': '252.15'}, '2': {'quantity': '1', 'price': '252.10'}, '3': {'quantity': '1', 'price': '252.05'}, '4': {'quantity': '41', 'price': '251.95'}, '5': {'quantity': '78', 'price': '251.90'}}","{'1': {'price': '252.70', 'quantity': '69'}, '2': {'price': '252.75', 'quantity': '138'}, '3': {'price': '252.80', 'quantity': '91'}, '4': {'price': '252.85', 'quantity': '346'}, '5': {'price': '252.90', 'quantity': '89'}}"
ESTER INDUSTRIES LTD.,141.00,0.50,0.36,25 Oct 24 | 02:16 PM,ESTER,500136,B  /,5.00,Capital Goods,140.50,137.20,144.35,135.15,177.60,80.21,140.80,0.29 Cr.,0.20 Lakh,0.16 Lakh,"1,325.99 Cr.",291.72 Cr.,"{'1': {'quantity': '1', 'price': '141.15'}, '2': {'quantity': '13', 'price': '141.05'}, '3': {'quantity': '25', 'price': '141.00'}, '4': {'quantity': '94', 'price': '140.95'}, '5': {'quantity': '47', 'price': '140.90'}}","{'1': {'price': '141.65', 'quantity': '1'}, '2': {'price': '141.70', 'quantity': '1'}, '3': {'price': '141.75', 'quantity': '30'}, '4': {'price': '141.80', 'quantity': '40'}, '5': {'price': '141.90', 'quantity': '50'}}"
